 ,Area,Mean,Min,Max,Angle,Length
214,698.605,165.737,90.500,230.111,-33.690,109.315
215,955.986,213.046,54.333,250.657,-40.101,150.620
216,1654.591,194.736,75.295,251.697,-30.069,266.252
217,1250.136,175.898,38.208,244.333,-12.339,198.627
218,1764.897,160.555,30.749,239.448,-99.866,283.118
219,1470.748,97.155,28.919,164.322,-67.380,236.485
220,1433.979,164.709,53.333,223.561,3.013,230.740
221,845.680,159.242,35.667,218.909,10.305,135.589
222,2095.816,70.623,36.381,131.429,-85.914,340.433
223,1103.061,149.500,46.667,250.667,-90.000,175.848
224,882.449,150.063,51.014,218.826,-85.030,139.992
225,1213.367,132.954,33.500,247.625,3.576,194.418
226,845.680,131.201,49.970,189.667,-116.565,135.589
227,1911.972,225.617,56.542,254.569,19.502,308.774
228,1875.203,214.070,52.359,252.156,41.730,300.628
229,1470.748,73.447,58.243,133.055,-39.806,236.796
230,1066.292,189.369,61.429,251.733,43.531,167.275
231,955.986,154.085,78.000,227.480,87.709,151.714
232,1801.666,153.995,38.167,250.500,56.976,289.285
233,1250.136,175.436,64.299,252.487,66.571,198.257
234,1397.210,218.409,89.190,252.168,-38.418,224.440
235,1066.292,158.665,34.333,248.060,96.116,170.756
236,2316.428,148.626,16.479,250.453,47.603,377.707
237,1213.367,170.154,74.500,213.833,29.745,195.549
238,882.449,121.069,88.333,244.333,0.000,139.466
239,1029.523,129.985,94.259,173.259,-87.879,163.833
240,919.217,225.028,51.667,252.889,-87.614,145.656
241,1066.292,209.608,83.469,250.917,43.531,167.275
242,1801.666,151.389,28.000,222.778,-38.290,293.574
243,1801.666,140.590,34.533,249.123,-39.036,288.839
244,845.680,178.203,67.000,240.780,56.310,131.178
245,1066.292,47.640,27.560,112.262,100.125,172.470
246,955.986,157.500,18.333,240.000,90.000,151.593
247,1139.830,93.018,18.193,205.407,-47.726,180.287
248,3015.033,133.844,47.975,249.123,178.586,491.311
249,1911.972,82.961,7.667,205.434,-20.556,310.851
250,1507.516,62.560,11.267,182.667,92.862,242.852
251,1286.904,159.441,44.667,221.333,91.685,206.256
252,2206.122,84.877,13.649,209.092,-19.654,360.575
253,2389.965,70.197,21.469,152.131,-65.854,385.416
254,2279.659,116.320,26.230,188.585,39.685,370.334
255,1654.591,69.573,15.220,125.765,-1.302,266.873
256,1470.748,81.561,22.001,222.000,-35.707,238.960
257,992.755,146.242,23.385,216.167,-92.203,157.773
258,2500.271,45.997,15.717,219.543,63.435,406.767
259,2022.278,51.667,9.358,182.469,56.310,327.946
260,2279.659,40.380,26.196,95.000,74.827,370.681
261,1397.210,147.838,23.333,223.797,-47.203,223.125
262,919.217,142.620,26.000,228.963,34.992,148.034
263,661.837,153.885,70.000,209.852,-110.556,103.617
264,1801.666,165.982,22.790,230.885,-50.964,288.839
265,551.530,146.110,73.667,201.871,24.775,86.819
266,845.680,137.188,29.667,186.667,0.000,133.402
267,1617.823,105.445,20.333,188.924,66.448,257.975
268,1286.904,134.557,22.702,216.137,-72.646,203.293
269,3897.482,128.953,43.712,246.625,-79.548,635.100
270,3088.570,145.010,35.044,230.253,2.070,503.617
271,3566.563,144.036,60.372,234.723,-17.676,579.141
272,1433.979,162.705,86.428,243.190,-27.897,233.276
273,2242.890,146.198,44.926,219.133,-67.306,361.491
274,3640.101,180.392,60.333,250.167,-4.086,595.759
275,2389.965,191.740,61.167,250.868,99.904,387.794
276,2206.122,102.567,50.740,184.667,-1.941,357.965
277,2242.890,178.010,43.000,247.978,1.909,364.025
278,1764.897,186.709,50.466,249.176,41.532,283.507
279,1691.360,204.268,68.515,249.754,49.538,270.974
280,1875.203,185.073,51.194,251.451,-50.631,305.902
281,1507.516,210.429,85.537,252.384,55.125,243.909
282,2353.196,96.856,44.568,174.219,57.319,381.822
283,1728.129,152.115,69.247,205.297,24.341,279.524
284,1433.979,147.459,78.927,244.333,-66.801,230.900
285,1581.054,168.451,47.978,245.111,76.293,255.900
286,1838.435,228.670,43.877,251.748,-26.565,298.296
287,1360.442,141.153,42.329,244.279,39.401,219.721
288,1029.523,133.863,44.033,249.667,26.565,162.707
289,1654.591,224.795,67.667,253.455,59.931,266.252
290,1801.666,135.844,58.800,247.328,-54.324,291.122
291,1764.897,140.813,42.126,248.832,103.449,286.795
292,1103.061,126.585,40.000,229.276,99.782,178.442
293,1838.435,115.617,27.914,182.481,-54.058,299.587
294,845.680,125.992,37.333,249.928,-46.848,132.988
295,1875.203,198.296,59.630,252.733,-120.174,301.605
296,1507.516,109.720,36.643,169.080,32.905,245.562
297,3051.802,156.260,45.008,249.168,-82.962,494.890
298,1875.203,160.610,41.559,242.493,-39.369,305.902
299,1875.203,145.594,45.387,246.400,-96.843,305.361
300,1581.054,184.864,52.966,250.617,-112.306,255.613
301,1581.054,193.684,47.278,251.837,-134.029,253.010
302,1911.972,194.983,52.667,251.111,74.055,309.012
303,1654.591,121.565,39.857,249.545,72.801,266.597
304,1617.823,127.428,30.667,201.820,62.241,260.387
305,845.680,219.082,34.000,253.455,-120.069,133.126
306,992.755,184.074,53.000,253.333,-90.000,157.657
307,1654.591,100.362,23.273,221.576,2.603,267.079
308,1103.061,94.353,18.528,198.104,-38.047,177.098
309,1617.823,61.091,34.375,192.667,21.801,261.233
310,1213.367,158.128,125.539,183.000,-48.814,193.375
311,1875.203,175.527,58.357,249.898,-76.239,305.902
312,1581.054,179.924,47.000,251.122,-31.430,255.829
313,2316.428,160.633,39.915,250.855,-109.904,374.039
314,1838.435,166.672,42.333,239.181,22.891,296.193
315,1176.598,136.728,25.430,202.677,-95.528,188.853
316,1911.972,135.676,63.009,221.843,48.180,309.190
317,1323.673,203.677,34.724,251.124,-96.520,213.612
318,2904.727,135.438,29.729,247.895,41.878,472.348
